"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de Banistmo quiero conocer las tarifas de Tasas de interés y montos mínimos de apertura de Depósitos.","Tasas de interés y montos mínimos de apertura de Depósitos.","PENDING","2020-08-24T10:51:21.02-05:00[America/Bogota]","0.0","0.45"
